t_s,gx,gy,gz,ax,ay,az,roll_ref_deg,pitch_ref_deg
3.045000,-1.211385,-0.549039,2.764959,-0.388515,-0.658712,0.662544,-44.9199,22.0616
3.050000,-1.123203,-0.580419,2.736134,-0.390071,-0.671242,0.650689,-44.9778,22.5033
3.055000,-1.014428,-0.625555,2.714835,-0.381033,-0.661806,0.648456,-44.9998,22.9341
3.060000,-0.907899,-0.656627,2.694727,-0.406294,-0.648994,0.645461,-44.9858,23.3539
3.065000,-0.807893,-0.682916,2.675192,-0.380640,-0.641766,0.666594,-44.9358,23.7623
3.070000,-0.706506,-0.712483,2.649041,-0.395209,-0.624359,0.648839,-44.8500,24.1592
3.075000,-0.600476,-0.729695,2.624036,-0.398785,-0.637451,0.642325,-44.7282,24.5445
3.080000,-0.502224,-0.760710,2.592873,-0.403274,-0.625769,0.638819,-44.5708,24.9179
3.085000,-0.392812,-0.779342,2.569427,-0.431983,-0.633749,0.655348,-44.3777,25.2792
3.090000,-0.285409,-0.801407,2.551866,-0.441097,-0.623501,0.643776,-44.1491,25.6283
3.095000,-0.182450,-0.835733,2.529290,-0.431632,-0.622223,0.662780,-43.8852,25.9650
3.100000,-0.074049,-0.856234,2.499878,-0.438314,-0.614289,0.651999,-43.5862,26.2892
3.105000,0.024170,-0.871817,2.478333,-0.444119,-0.615506,0.659005,-43.2524,26.6006
3.110000,0.117600,-0.888471,2.460111,-0.447485,-0.609308,0.656594,-42.8841,26.8992
3.115000,0.223920,-0.913998,2.442229,-0.452517,-0.606765,0.655828,-42.4814,27.1848
3.120000,0.328342,-0.931643,2.408447,-0.478171,-0.581301,0.668346,-42.0448,27.4572
3.125000,0.430598,-0.947901,2.395460,-0.476569,-0.596355,0.668869,-41.5746,27.7164
3.130000,0.531109,-0.971381,2.372602,-0.474812,-0.574470,0.662136,-41.0711,27.9621
3.135000,0.628607,-0.981793,2.355982,-0.464263,-0.570153,0.680925,-40.5348,28.1944
3.140000,0.724998,-0.991224,2.344987,-0.469297,-0.547322,0.664304,-39.9661,28.4129
3.145000,0.825923,-1.013186,2.325781,-0.487072,-0.550547,0.672647,-39.3655,28.6178
3.150000,0.916767,-1.023910,2.302336,-0.479896,-0.556396,0.670035,-38.7334,28.8088
3.155000,1.016463,-1.035483,2.283854,-0.505996,-0.531871,0.680538,-38.0703,28.9859
3.160000,1.108240,-1.054472,2.285342,-0.472400,-0.529835,0.686604,-37.3768,29.1490
3.165000,1.196161,-1.072713,2.262281,-0.476738,-0.538334,0.691912,-36.6534,29.2979
3.170000,1.292666,-1.074968,2.260926,-0.502208,-0.516154,0.698855,-35.9007,29.4327
3.175000,1.373302,-1.101007,2.239248,-0.492123,-0.497175,0.709933,-35.1194,29.5533
3.180000,1.465468,-1.099825,2.219707,-0.483848,-0.483544,0.722849,-34.3099,29.6596
3.185000,1.554151,-1.112128,2.220360,-0.496976,-0.466619,0.727958,-33.4730,29.7515
3.190000,1.638783,-1.130416,2.220045,-0.514603,-0.456999,0.759286,-32.6094,29.8290
3.195000,1.729806,-1.143885,2.208154,-0.512196,-0.448167,0.748595,-31.7197,29.8921
3.200000,1.795625,-1.152870,2.207643,-0.487212,-0.441295,0.727246,-30.8046,29.9408
3.205000,1.890293,-1.157149,2.213981,-0.498119,-0.442573,0.766510,-29.8649,29.9750
3.210000,1.958528,-1.160181,2.198086,-0.517662,-0.420373,0.763154,-28.9014,29.9947
3.215000,2.040686,-1.175856,2.210286,-0.503947,-0.418581,0.749948,-27.9147,29.9999
3.220000,2.117703,-1.184987,2.206750,-0.506855,-0.385415,0.759573,-26.9057,29.9905
3.225000,2.183838,-1.199144,2.208140,-0.497893,-0.370303,0.801108,-25.8752,29.9667
3.230000,2.253555,-1.187162,2.207073,-0.522058,-0.390466,0.798509,-24.8241,29.9284
3.235000,2.317952,-1.203696,2.225127,-0.496101,-0.346516,0.790121,-23.7530,29.8756
3.240000,2.380661,-1.210368,2.237880,-0.494321,-0.339452,0.815628,-22.6630,29.8083
3.245000,2.457811,-1.215722,2.246428,-0.486104,-0.324842,0.815577,-21.5549,29.7267
3.250000,2.509803,-1.228612,2.253756,-0.503089,-0.304466,0.811015,-20.4296,29.6307
3.255000,2.562817,-1.226854,2.265606,-0.484226,-0.269633,0.831687,-19.2879,29.5203
3.260000,2.630334,-1.242642,2.287600,-0.496809,-0.271306,0.832682,-18.1308,29.3957
3.265000,2.685924,-1.230864,2.301566,-0.491096,-0.249043,0.844997,-16.9592,29.2568
3.270000,2.722190,-1.235678,2.319638,-0.465209,-0.236466,0.850076,-15.7740,29.1038
3.275000,2.783682,-1.237966,2.346780,-0.482569,-0.212793,0.854604,-14.5763,28.9367
3.280000,2.820251,-1.233994,2.362214,-0.472727,-0.199297,0.844948,-13.3669,28.7557
3.285000,2.868260,-1.235967,2.384099,-0.485171,-0.173363,0.873416,-12.1468,28.5607
3.290000,2.909098,-1.238225,2.407200,-0.472150,-0.164023,0.856601,-10.9170,28.3519
3.295000,2.943286,-1.222027,2.435087,-0.463328,-0.159113,0.857315,-9.6784,28.1294
3.300000,2.990426,-1.218956,2.456729,-0.477889,-0.140357,0.866231,-8.4322,27.8933
3.305000,3.010770,-1.217167,2.494867,-0.455661,-0.106288,0.866014,-7.1791,27.6437
3.310000,3.049313,-1.206843,2.506215,-0.452927,-0.098064,0.876230,-5.9204,27.3807
3.315000,3.069778,-1.194137,2.543103,-0.459041,-0.068837,0.904462,-4.6569,27.1045
3.320000,3.086435,-1.183484,2.569654,-0.461310,-0.057597,0.882687,-3.3897,26.8152
3.325000,3.114168,-1.177411,2.611749,-0.434739,-0.029446,0.899495,-2.1198,26.5130
3.330000,3.132727,-1.154571,2.642161,-0.424033,-0.023111,0.898706,-0.8482,26.1979
3.335000,3.151063,-1.154177,2.683036,-0.431616,0.016358,0.912124,0.4241,25.8701
3.340000,3.165055,-1.140025,2.704931,-0.425913,0.030488,0.912852,1.6961,25.5298
3.345000,3.172285,-1.110210,2.745603,-0.430103,0.051592,0.898568,2.9667,25.1772
3.350000,3.183293,-1.091462,2.786678,-0.401902,0.079665,0.909832,4.2349,24.8124
3.355000,3.183238,-1.066160,2.807959,-0.424393,0.083404,0.917966,5.4997,24.4356
3.360000,3.177649,-1.047605,2.842250,-0.397168,0.102328,0.900298,6.7602,24.0470
3.365000,3.183643,-1.029611,2.883330,-0.393712,0.120772,0.919650,8.0152,23.6468
3.370000,3.183415,-1.004423,2.916482,-0.393393,0.154125,0.912063,9.2638,23.2351
3.375000,3.176790,-0.971790,2.940975,-0.385766,0.166996,0.900546,10.5050,22.8122
3.380000,3.167031,-0.951175,2.995576,-0.377270,0.197874,0.905304,11.7379,22.3782
3.385000,3.153564,-0.919136,3.010062,-0.345072,0.200241,0.896640,12.9613,21.9335
3.390000,3.142071,-0.897393,3.056079,-0.358236,0.229117,0.901952,14.1744,21.4781
3.395000,3.116166,-0.854352,3.078241,-0.353532,0.217843,0.903353,15.3761,21.0123
3.400000,3.103573,-0.828601,3.119720,-0.373484,0.283539,0.898462,16.5656,20.5364
3.405000,3.081795,-0.791012,3.144393,-0.337025,0.274928,0.884356,17.7418,20.0506
3.410000,3.047996,-0.763040,3.179308,-0.358399,0.311681,0.871841,18.9039,19.5550
3.415000,3.022491,-0.731430,3.209895,-0.324538,0.309411,0.900866,20.0508,19.0500
3.420000,2.994137,-0.680913,3.237898,-0.303296,0.351467,0.887801,21.1817,18.5358
3.425000,2.952938,-0.645137,3.271280,-0.301953,0.364549,0.888143,22.2956,18.0126
3.430000,2.913235,-0.612758,3.295739,-0.284223,0.373665,0.878957,23.3918,17.4807
3.435000,2.885159,-0.580912,3.307273,-0.295544,0.378015,0.869883,24.4692,16.9404
3.440000,2.840296,-0.532762,3.347123,-0.288616,0.402759,0.871609,25.5271,16.3918
3.445000,2.795906,-0.504523,3.371479,-0.283262,0.426217,0.863242,26.5646,15.8354
3.450000,2.753338,-0.472003,3.379528,-0.272163,0.441566,0.850732,27.5808,15.2712
3.455000,2.707004,-0.431306,3.416247,-0.240086,0.459856,0.837570,28.5750,14.6997
3.460000,2.651172,-0.395824,3.429691,-0.236342,0.478008,0.842228,29.5464,14.1211
3.465000,2.594058,-0.353817,3.454862,-0.235207,0.492732,0.829593,30.4941,13.5357
3.470000,2.535936,-0.317474,3.470283,-0.222192,0.510802,0.827823,31.4174,12.9437
3.475000,2.474688,-0.291891,3.475523,-0.223982,0.523236,0.819188,32.3157,12.3454
3.480000,2.423128,-0.253754,3.487371,-0.192452,0.525408,0.827350,33.1881,11.7412
3.485000,2.352725,-0.214243,3.506254,-0.187833,0.561978,0.824488,34.0340,11.1313
3.490000,2.296775,-0.177708,3.510717,-0.185636,0.554383,0.815407,34.8526,10.5160
3.495000,2.234951,-0.150519,3.522010,-0.182647,0.576231,0.782931,35.6434,9.8957
3.500000,2.150051,-0.114996,3.540201,-0.166579,0.600225,0.782673,36.4058,9.2705
3.505000,2.092742,-0.087364,3.542148,-0.155730,0.607774,0.784956,37.1390,8.6409
3.510000,2.012610,-0.053264,3.558458,-0.131783,0.603331,0.798884,37.8425,8.0071
3.515000,1.937258,-0.017536,3.558386,-0.131738,0.615569,0.780366,38.5158,7.3694
3.520000,1.863309,-0.003917,3.554594,-0.129565,0.607683,0.771918,39.1583,6.7281
3.525000,1.785591,0.038282,3.558401,-0.088118,0.651973,0.747470,39.7695,6.0836
3.530000,1.711606,0.049393,3.556804,-0.106471,0.656915,0.773769,40.3488,5.4362
3.535000,1.625842,0.075542,3.564594,-0.068480,0.654607,0.751229,40.8960,4.7861
3.540000,1.533613,0.090334,3.562436,-0.055429,0.642456,0.753345,41.4104,4.1337
3.545000,1.453194,0.118088,3.549757,-0.060985,0.668485,0.753515,41.8918,3.4793
3.550000,1.371763,0.137593,3.563674,-0.061692,0.672723,0.734179,42.3396,2.8232
3.555000,1.276096,0.157358,3.548928,-0.032470,0.664913,0.745324,42.7536,2.1658
3.560000,1.189642,0.153134,3.535432,-0.023985,0.691856,0.737484,43.1335,1.5073
3.565000,1.097462,0.175777,3.526384,0.008529,0.696522,0.725700,43.4788,0.8481
3.570000,1.010948,0.180466,3.520819,0.001821,0.701805,0.732440,43.7894,0.1885
3.575000,0.926779,0.197595,3.513400,0.001649,0.686184,0.728200,44.0650,-0.4712
3.580000,0.828175,0.204871,3.499930,0.029033,0.693640,0.721213,44.3054,-1.1307
3.585000,0.736990,0.205085,3.490980,0.037913,0.691827,0.709961,44.5103,-1.7896
3.590000,0.642830,0.207109,3.470949,0.040736,0.695651,0.704610,44.6797,-2.4477
3.595000,0.539041,0.205183,3.466398,0.053487,0.712859,0.697383,44.8134,-3.1046
3.600000,0.445158,0.212128,3.443690,0.072267,0.693855,0.695604,44.9112,-3.7600
3.605000,0.345099,0.200009,3.432186,0.067497,0.706009,0.689934,44.9731,-4.4136
3.610000,0.256951,0.200276,3.413366,0.085973,0.702321,0.716454,44.9991,-5.0650
3.615000,0.146502,0.192678,3.399247,0.086173,0.702179,0.712383,44.9891,-5.7140
3.620000,0.058418,0.194167,3.379511,0.118663,0.712809,0.718800,44.9432,-6.3602
3.625000,-0.051319,0.172509,3.356070,0.141405,0.685014,0.712347,44.8613,-7.0034
3.630000,-0.125330,0.171264,3.334323,0.138398,0.682779,0.717055,44.7435,-7.6431
3.635000,-0.237907,0.157688,3.317308,0.136587,0.683459,0.694733,44.5900,-8.2792
3.640000,-0.340642,0.144711,3.284509,0.154951,0.692642,0.706419,44.4009,-8.9112
3.645000,-0.429315,0.133056,3.259489,0.168572,0.680199,0.707692,44.1762,-9.5390
3.650000,-0.542691,0.119380,3.231894,0.173936,0.675630,0.717711,43.9163,-10.1621
3.655000,-0.633161,0.092644,3.215855,0.209378,0.705772,0.713397,43.6212,-10.7804
3.660000,-0.736264,0.070254,3.188103,0.189711,0.690983,0.716150,43.2912,-11.3934
3.665000,-0.834991,0.056331,3.159896,0.208676,0.669052,0.710399,42.9267,-12.0009
3.670000,-0.936182,0.034774,3.126646,0.229477,0.651163,0.711383,42.5278,-12.6026
3.675000,-1.034626,0.012363,3.096025,0.246820,0.646894,0.714349,42.0950,-13.1982
3.680000,-1.130152,-0.018069,3.063923,0.244592,0.642024,0.719590,41.6285,-13.7874
3.685000,-1.224073,-0.033302,3.030666,0.244527,0.639982,0.731524,41.1287,-14.3699
3.690000,-1.320529,-0.048841,2.992116,0.256530,0.628173,0.738096,40.5960,-14.9456
3.695000,-1.417998,-0.091684,2.960167,0.269722,0.608689,0.730619,40.0309,-15.5139
3.700000,-1.503232,-0.109949,2.927438,0.261881,0.612344,0.734000,39.4338,-16.0748
3.705000,-1.599170,-0.142411,2.891290,0.285383,0.599895,0.750802,38.8052,-16.6279
3.710000,-1.693406,-0.155413,2.847007,0.295469,0.597143,0.750362,38.1455,-17.1730
3.715000,-1.788895,-0.192282,2.806029,0.306139,0.586514,0.759585,37.4554,-17.7097
3.720000,-1.882244,-0.212330,2.777107,0.332509,0.581694,0.768070,36.7353,-18.2379
3.725000,-1.971077,-0.246685,2.739435,0.320314,0.543351,0.769955,35.9858,-18.7573
3.730000,-2.057518,-0.255767,2.686877,0.326415,0.558696,0.768089,35.2076,-19.2676
3.735000,-2.136292,-0.277914,2.648166,0.361924,0.530206,0.768548,34.4012,-19.7686
3.740000,-2.216129,-0.307490,2.611350,0.343202,0.512844,0.768648,33.5674,-20.2600
3.745000,-2.304191,-0.330520,2.554878,0.349752,0.503416,0.781490,32.7067,-20.7416
3.750000,-2.384730,-0.354228,2.507226,0.369378,0.485236,0.777745,31.8198,-21.2132
3.755000,-2.460116,-0.377084,2.472578,0.372172,0.475083,0.809926,30.9075,-21.6745
3.760000,-2.537840,-0.397698,2.422060,0.373554,0.455148,0.803468,29.9705,-22.1254
3.765000,-2.620848,-0.416304,2.378236,0.364655,0.437275,0.818328,29.0096,-22.5655
3.770000,-2.680292,-0.434394,2.325991,0.394591,0.421254,0.811238,28.0255,-22.9948
3.775000,-2.758128,-0.453479,2.287512,0.420548,0.419235,0.831640,27.0189,-23.4129
3.780000,-2.831429,-0.470497,2.238712,0.417211,0.404690,0.816072,25.9908,-23.8197
3.785000,-2.893326,-0.491395,2.185938,0.396389,0.383990,0.822494,24.9419,-24.2150
3.790000,-2.967508,-0.500650,2.136806,0.412990,0.375847,0.822361,23.8730,-24.5986
3.795000,-3.016740,-0.509523,2.092751,0.427444,0.356123,0.849613,22.7851,-24.9702
3.800000,-3.081070,-0.516175,2.037348,0.418116,0.339777,0.823805,21.6789,-25.3298
3.805000,-3.140167,-0.526368,2.002939,0.417571,0.319124,0.826539,20.5554,-25.6772
3.810000,-3.202348,-0.531784,1.948424,0.429800,0.302964,0.857798,19.4155,-26.0121
3.815000,-3.247308,-0.538676,1.897954,0.439862,0.293939,0.845069,18.2601,-26.3345
3.820000,-3.302830,-0.539413,1.848800,0.454144,0.262021,0.854086,17.0901,-26.6441
3.825000,-3.353655,-0.541113,1.788207,0.454861,0.232297,0.848809,15.9064,-26.9408
3.830000,-3.392725,-0.542157,1.752901,0.442402,0.225875,0.875010,14.7100,-27.2245
3.835000,-3.427214,-0.541308,1.707855,0.455511,0.208165,0.866453,13.5018,-27.4951
3.840000,-3.470713,-0.525280,1.661330,0.467336,0.182000,0.875075,12.2828,-27.7523
3.845000,-3.510706,-0.514762,1.618648,0.456738,0.162994,0.857810,11.0541,-27.9961
3.850000,-3.553886,-0.520156,1.585618,0.472280,0.143815,0.876849,9.8164,-28.2264
3.855000,-3.584525,-0.505981,1.528177,0.487770,0.146925,0.858407,8.5710,-28.4431
3.860000,-3.611567,-0.499310,1.497347,0.472526,0.102219,0.867772,7.3187,-28.6459
3.865000,-3.633578,-0.487575,1.454068,0.480174,0.103120,0.871186,6.0605,-28.8350
3.870000,-3.657922,-0.475144,1.420692,0.485221,0.077230,0.874087,4.7975,-29.0100
3.875000,-3.679321,-0.452358,1.389300,0.480552,0.047494,0.865323,3.5307,-29.1711
3.880000,-3.691082,-0.430288,1.357799,0.489440,0.030392,0.876233,2.2610,-29.3180
3.885000,-3.700699,-0.414752,1.317031,0.494318,0.019872,0.885886,0.9895,-29.4508
3.890000,-3.723434,-0.392621,1.282917,0.492788,0.003361,0.861295,-0.2827,-29.5693
3.895000,-3.723978,-0.369349,1.255500,0.519349,-0.020697,0.867728,-1.5548,-29.6736
3.900000,-3.726537,-0.355375,1.223048,0.492429,-0.036086,0.856820,-2.8256,-29.7634
3.905000,-3.728470,-0.329559,1.198664,0.500217,-0.063508,0.866121,-4.0941,-29.8389
3.910000,-3.724803,-0.296956,1.171723,0.514591,-0.087645,0.857511,-5.3594,-29.9000
3.915000,-3.710987,-0.268673,1.154361,0.494795,-0.104875,0.854199,-6.6204,-29.9466
3.920000,-3.714445,-0.239996,1.135759,0.495321,-0.136184,0.851056,-7.8760,-29.9787
3.925000,-3.701790,-0.217961,1.116114,0.505080,-0.142588,0.857367,-9.1254,-29.9963
3.930000,-3.674494,-0.178575,1.096547,0.492547,-0.149581,0.840343,-10.3675,-29.9994
3.935000,-3.670257,-0.152350,1.073347,0.515910,-0.175766,0.852988,-11.6013,-29.9880
3.940000,-3.649403,-0.122385,1.064886,0.498669,-0.198959,0.830713,-12.8259,-29.9621
3.945000,-3.617456,-0.095218,1.048504,0.506860,-0.211169,0.843890,-14.0401,-29.9217
3.950000,-3.594925,-0.055041,1.045736,0.494390,-0.235419,0.849912,-15.2432,-29.8669
3.955000,-3.562834,-0.018349,1.030848,0.499717,-0.254105,0.834479,-16.4341,-29.7976
3.960000,-3.523129,0.010616,1.029836,0.496218,-0.262723,0.829780,-17.6118,-29.7138
3.965000,-3.495148,0.034334,1.019251,0.498276,-0.285865,0.835584,-18.7755,-29.6158
3.970000,-3.454256,0.079633,1.024266,0.506753,-0.308522,0.816755,-19.9241,-29.5034
3.975000,-3.414661,0.109029,1.022609,0.503305,-0.314245,0.803366,-21.0568,-29.3767
3.980000,-3.361629,0.133532,1.020562,0.506840,-0.342060,0.805683,-22.1727,-29.2358
3.985000,-3.316488,0.174691,1.016968,0.483417,-0.333568,0.815160,-23.2709,-29.0808
3.990000,-3.263952,0.206055,1.035711,0.507566,-0.341802,0.788404,-24.3505,-28.9117
3.995000,-3.219275,0.244055,1.026613,0.482833,-0.371938,0.791034,-25.4106,-28.7286
4.000000,-3.150302,0.272868,1.028686,0.462517,-0.397992,0.770215,-26.4503,-28.5317
4.005000,-3.099895,0.310591,1.040264,0.472482,-0.405987,0.782084,-27.4690,-28.3209
4.010000,-3.033334,0.349746,1.051046,0.486494,-0.438783,0.773625,-28.4657,-28.0965
4.015000,-2.979288,0.374595,1.067210,0.471316,-0.432167,0.758751,-29.4396,-27.8585
4.020000,-2.902708,0.417930,1.067065,0.464030,-0.450051,0.764932,-30.3900,-27.6070
4.025000,-2.832528,0.448640,1.086702,0.456479,-0.463752,0.764280,-31.3161,-27.3421
4.030000,-2.759904,0.488189,1.098026,0.443381,-0.471175,0.765475,-32.2171,-27.0640
4.035000,-2.693005,0.516372,1.115249,0.452246,-0.498234,0.765122,-33.0925,-26.7729
4.040000,-2.603037,0.547591,1.118274,0.450444,-0.506017,0.749349,-33.9413,-26.4687
4.045000,-2.525201,0.585504,1.132349,0.445061,-0.526735,0.749036,-34.7630,-26.1518
4.050000,-2.443057,0.609074,1.148810,0.429482,-0.510681,0.723833,-35.5570,-25.8223
4.055000,-2.351487,0.647760,1.178115,0.429293,-0.546072,0.733339,-36.3225,-25.4802
4.060000,-2.262229,0.685476,1.196315,0.419609,-0.541978,0.721443,-37.0590,-25.1258
4.065000,-2.177912,0.713793,1.202697,0.415756,-0.568553,0.709154,-37.7658,-24.7593
4.070000,-2.086893,0.763130,1.221738,0.403774,-0.552917,0.723292,-38.4425,-24.3808
4.075000,-1.994820,0.776781,1.232448,0.412032,-0.593433,0.716798,-39.0884,-23.9905
4.080000,-1.895814,0.818007,1.235744,0.389899,-0.599236,0.707404,-39.7031,-23.5887
4.085000,-1.795556,0.842050,1.262710,0.396244,-0.555316,0.692541,-40.2861,-23.1754
4.090000,-1.700808,0.875870,1.277923,0.394512,-0.619344,0.720607,-40.8368,-22.7509
4.095000,-1.603959,0.901152,1.296569,0.375228,-0.592090,0.704706,-41.3549,-22.3154
4.100000,-1.500547,0.937686,1.306368,0.357349,-0.605157,0.691956,-41.8399,-21.8691
4.105000,-1.395779,0.975855,1.313922,0.365832,-0.625092,0.714229,-42.2915,-21.4122
4.110000,-1.292417,1.018052,1.334581,0.346801,-0.635837,0.689354,-42.7093,-20.9450
4.115000,-1.170320,1.048744,1.350024,0.340721,-0.651106,0.671620,-43.0930,-20.4676
4.120000,-1.068230,1.084691,1.351238,0.319646,-0.642715,0.681225,-43.4422,-19.9804
4.125000,-0.961640,1.108805,1.373494,0.328140,-0.664819,0.685337,-43.7566,-19.4834
4.130000,-0.848567,1.149288,1.365448,0.331693,-0.654297,0.678036,-44.0361,-18.9771
4.135000,-0.738487,1.176204,1.392991,0.323049,-0.653349,0.685847,-44.2804,-18.4616
4.140000,-0.625663,1.217284,1.387918,0.321978,-0.673108,0.666557,-44.4893,-17.9371
4.145000,-0.508081,1.255858,1.403242,0.282324,-0.679144,0.686805,-44.6627,-17.4040
4.150000,-0.387257,1.283870,1.401271,0.294149,-0.675470,0.697467,-44.8003,-16.8625
4.155000,-0.270562,1.318953,1.407191,0.290031,-0.663883,0.690559,-44.9021,-16.3128
4.160000,-0.156263,1.357692,1.404018,0.268505,-0.658538,0.688546,-44.9680,-15.7552
4.165000,-0.040358,1.394612,1.410384,0.262732,-0.677839,0.692994,-44.9980,-15.1900
4.170000,0.068563,1.430622,1.407050,0.252628,-0.676968,0.677433,-44.9920,-14.6175
4.175000,0.205082,1.476827,1.403765,0.240916,-0.682662,0.675489,-44.9500,-14.0379
4.180000,0.314315,1.508623,1.401289,0.234192,-0.678147,0.670542,-44.8722,-13.4515
4.185000,0.439906,1.547910,1.392945,0.228083,-0.695930,0.683855,-44.7584,-12.8586
4.190000,0.566718,1.580270,1.381719,0.194829,-0.700433,0.705425,-44.6088,-12.2595
4.195000,0.677627,1.628719,1.374308,0.191955,-0.680018,0.674421,-44.4236,-11.6544
4.200000,0.793236,1.666875,1.364844,0.199279,-0.692836,0.708750,-44.2029,-11.0437
4.205000,0.920881,1.703680,1.351715,0.179085,-0.683861,0.707283,-43.9469,-10.4277
4.210000,1.030433,1.741894,1.323886,0.167978,-0.671682,0.703081,-43.6557,-9.8066
4.215000,1.144892,1.782163,1.304062,0.168910,-0.688957,0.734224,-43.3296,-9.1808
4.220000,1.281702,1.820344,1.293128,0.132999,-0.676239,0.736844,-42.9689,-8.5506
4.225000,1.390067,1.855174,1.270800,0.142461,-0.672979,0.749862,-42.5738,-7.9162
4.230000,1.511168,1.888631,1.239492,0.111856,-0.667919,0.731892,-42.1447,-7.2780
4.235000,1.625990,1.928536,1.210919,0.114065,-0.662116,0.734710,-41.6820,-6.6362
4.240000,1.742880,1.960837,1.178101,0.115518,-0.667363,0.761912,-41.1859,-5.9913
4.245000,1.863382,1.997041,1.139923,0.099249,-0.650497,0.754529,-40.6568,-5.3435
4.250000,1.980887,2.039452,1.114008,0.081499,-0.650930,0.763418,-40.0953,-4.6930
4.255000,2.089075,2.071677,1.079246,0.075921,-0.654899,0.781008,-39.5017,-4.0403
4.260000,2.200912,2.109567,1.042067,0.054241,-0.622800,0.780825,-38.8766,-3.3857
4.265000,2.319062,2.137710,0.992232,0.050969,-0.620433,0.789273,-38.2203,-2.7294
4.270000,2.424044,2.185749,0.946714,0.055084,-0.609502,0.786438,-37.5335,-2.0718
4.275000,2.539525,2.210713,0.895864,0.013929,-0.598298,0.811981,-36.8167,-1.4132
4.280000,2.655014,2.224241,0.844939,0.012823,-0.594114,0.823330,-36.0705,-0.7539
4.285000,2.747678,2.253313,0.796491,0.005186,-0.586975,0.827000,-35.2955,-0.0942
4.290000,2.870149,2.283542,0.741910,0.001425,-0.571233,0.830673,-34.4922,0.5655
4.295000,2.962765,2.307409,0.686848,-0.024069,-0.537742,0.834896,-33.6613,1.2249
4.300000,3.063510,2.332095,0.629887,-0.015609,-0.548172,0.839163,-32.8036,1.8837
4.305000,3.157077,2.348331,0.560860,-0.062041,-0.527572,0.824124,-31.9196,2.5416
4.310000,3.264834,2.369844,0.507467,-0.051595,-0.512550,0.847559,-31.0101,3.1983
4.315000,3.360144,2.384783,0.432487,-0.050151,-0.482238,0.871743,-30.0758,3.8535
4.320000,3.452601,2.398667,0.370264,-0.080156,-0.469739,0.876424,-29.1175,4.5068
4.325000,3.540601,2.415717,0.306937,-0.096413,-0.475093,0.874021,-28.1359,5.1579
4.330000,3.633138,2.413899,0.232400,-0.101720,-0.456667,0.898437,-27.1318,5.8065
4.335000,3.726724,2.419626,0.165536,-0.111947,-0.448679,0.886852,-26.1061,6.4523
4.340000,3.802590,2.433517,0.106531,-0.111590,-0.419694,0.907664,-25.0594,7.0950
4.345000,3.884774,2.418185,0.024690,-0.138542,-0.399367,0.909788,-23.9927,7.7342
4.350000,3.970991,2.427826,-0.058911,-0.156369,-0.384842,0.911772,-22.9069,8.3697
4.355000,4.051529,2.424687,-0.128427,-0.138025,-0.388492,0.902879,-21.8027,9.0012
4.360000,4.121932,2.406772,-0.199537,-0.171151,-0.351444,0.913573,-20.6811,9.6283
4.365000,4.199482,2.396274,-0.286835,-0.177544,-0.326169,0.957717,-19.5430,10.2508
4.370000,4.259412,2.386338,-0.353070,-0.191634,-0.300463,0.916157,-18.3892,10.8683
4.375000,4.321227,2.356414,-0.422097,-0.206505,-0.279961,0.944072,-17.2208,11.4805
4.380000,4.397280,2.343373,-0.512898,-0.201851,-0.282841,0.930367,-16.0385,12.0872
4.385000,4.450921,2.312972,-0.579274,-0.217988,-0.253442,0.953650,-14.8435,12.6880
4.390000,4.508414,2.280832,-0.657238,-0.224729,-0.229708,0.947952,-13.6366,13.2827
4.395000,4.571378,2.252918,-0.736269,-0.240929,-0.205452,0.946947,-12.4188,13.8710
4.400000,4.613319,2.212920,-0.801996,-0.250637,-0.199541,0.963902,-11.1910,14.4526
4.405000,4.673317,2.178232,-0.884937,-0.266190,-0.145542,0.940256,-9.9544,15.0272
4.410000,4.715227,2.138824,-0.947802,-0.258769,-0.133202,0.933314,-8.7097,15.5945
4.415000,4.750162,2.093997,-1.009323,-0.272245,-0.124660,0.947223,-7.4581,16.1543
4.420000,4.789502,2.049894,-1.091851,-0.299343,-0.109069,0.955391,-6.2006,16.7063
4.425000,4.822928,1.991775,-1.168861,-0.294591,-0.081638,0.969666,-4.9380,17.2502
4.430000,4.861652,1.933651,-1.217871,-0.289659,-0.064535,0.958120,-3.6716,17.7857
4.435000,4.891886,1.874218,-1.279316,-0.305733,-0.045728,0.941270,-2.4022,18.3127
4.440000,4.914657,1.828599,-1.347532,-0.323483,-0.012100,0.926134,-1.1309,18.8307
4.445000,4.931910,1.755519,-1.405280,-0.319143,0.004363,0.951266,0.1414,19.3397
4.450000,4.949040,1.694354,-1.460083,-0.342422,0.016337,0.946017,1.4135,19.8394
4.455000,4.962525,1.632978,-1.508938,-0.350192,0.049095,0.947278,2.6845,20.3294
4.460000,4.975795,1.552880,-1.568030,-0.353725,0.043041,0.930073,3.9533,20.8096
4.465000,4.982278,1.483963,-1.612904,-0.374383,0.086315,0.934958,5.2190,21.2797
4.470000,4.989552,1.403321,-1.646872,-0.369009,0.100842,0.920018,6.4805,21.7396
4.475000,4.989990,1.330953,-1.697946,-0.369139,0.124779,0.923627,7.7368,22.1889
4.480000,4.986631,1.251746,-1.744203,-0.390686,0.165585,0.912393,8.9869,22.6275
4.485000,4.981017,1.178080,-1.773433,-0.389879,0.171232,0.912417,10.2299,23.0552
