t_s,gx,gy,gz,ax,ay,az,roll_ref_deg,pitch_ref_deg
2.940000,-0.287591,-0.106879,0.052727,-0.090904,-0.138544,0.991602,-7.8776,6.7441
2.950000,-0.283364,-0.106612,0.048033,-0.107932,-0.122579,0.976240,-8.0374,6.6835
2.960000,-0.283472,-0.112490,0.047063,-0.124080,-0.123280,0.980886,-8.1959,6.6225
2.970000,-0.272045,-0.118409,0.047511,-0.106292,-0.146383,0.973923,-8.3531,6.5611
2.980000,-0.281890,-0.115348,0.044523,-0.112310,-0.169587,0.977055,-8.5090,6.4993
2.990000,-0.276724,-0.120107,0.042192,-0.120945,-0.148978,0.997228,-8.6636,6.4370
3.000000,-0.280304,-0.119747,0.051351,-0.107678,-0.153265,0.977567,-8.8168,6.3742
3.010000,-0.270694,-0.119681,0.034838,-0.117085,-0.174444,0.994698,-8.9686,6.3111
3.020000,-0.264053,-0.123916,0.049100,-0.084337,-0.163774,0.994490,-9.1190,6.2475
3.030000,-0.263719,-0.121946,0.038850,-0.113273,-0.164063,0.958046,-9.2679,6.1835
3.040000,-0.260203,-0.123147,0.045979,-0.110788,-0.132676,0.964335,-9.4154,6.1191
3.050000,-0.264805,-0.118777,0.054779,-0.115396,-0.146885,0.971438,-9.5614,6.0543
3.060000,-0.250917,-0.122679,0.053441,-0.086520,-0.174147,1.009663,-9.7058,5.9891
3.070000,-0.260209,-0.125366,0.050635,-0.110548,-0.176549,0.981308,-9.8488,5.9235
3.080000,-0.249491,-0.122592,0.037172,-0.100086,-0.166199,0.994735,-9.9902,5.8575
3.090000,-0.247240,-0.131512,0.040348,-0.107108,-0.161794,0.962633,-10.1300,5.7911
3.100000,-0.243170,-0.131281,0.045873,-0.092031,-0.175174,0.984127,-10.2682,5.7243
3.110000,-0.244705,-0.123271,0.038572,-0.091264,-0.179136,0.953954,-10.4048,5.6572
3.120000,-0.242602,-0.119746,0.045392,-0.096357,-0.183308,0.975101,-10.5397,5.5896
3.130000,-0.233858,-0.125111,0.032545,-0.089606,-0.172016,0.968592,-10.6730,5.5217
3.140000,-0.234886,-0.126349,0.040366,-0.099242,-0.191899,0.973187,-10.8046,5.4534
3.150000,-0.228931,-0.127171,0.035969,-0.107486,-0.199750,0.983880,-10.9345,5.3848
3.160000,-0.233832,-0.128823,0.033579,-0.098667,-0.190791,0.993960,-11.0627,5.3158
3.170000,-0.223118,-0.132060,0.027334,-0.086317,-0.181868,0.982956,-11.1891,5.2464
3.180000,-0.215532,-0.128813,0.027505,-0.090677,-0.190133,0.983778,-11.3138,5.1767
3.190000,-0.220594,-0.132117,0.035174,-0.076297,-0.187445,0.982717,-11.4366,5.1066
3.200000,-0.212881,-0.137518,0.027165,-0.088704,-0.189165,0.979895,-11.5577,5.0362
3.210000,-0.208758,-0.140480,0.024691,-0.075357,-0.201980,0.962492,-11.6769,4.9655
3.220000,-0.203821,-0.132251,0.046088,-0.072820,-0.200187,0.973807,-11.7943,4.8944
3.230000,-0.203706,-0.134612,0.023472,-0.074803,-0.202893,0.947462,-11.9099,4.8230
3.240000,-0.204651,-0.138789,0.034908,-0.083272,-0.192723,0.958786,-12.0235,4.7513
3.250000,-0.203427,-0.129845,0.026069,-0.092165,-0.214786,0.966797,-12.1353,4.6793
3.260000,-0.191896,-0.130113,0.020756,-0.083228,-0.211266,0.974914,-12.2451,4.6070
3.270000,-0.186941,-0.135617,0.025141,-0.090175,-0.231511,0.970080,-12.3530,4.5343
3.280000,-0.187521,-0.132108,0.025505,-0.054550,-0.215851,0.968659,-12.4589,4.4614
3.290000,-0.182147,-0.142059,0.027796,-0.097153,-0.210113,0.973863,-12.5629,4.3881
3.300000,-0.179427,-0.136910,0.019744,-0.084218,-0.202963,0.977850,-12.6649,4.3146
3.310000,-0.179868,-0.136046,0.027517,-0.054402,-0.209243,0.976726,-12.7649,4.2407
3.320000,-0.175502,-0.129688,0.024342,-0.081362,-0.234233,0.963705,-12.8629,4.1666
3.330000,-0.171426,-0.135224,0.028791,-0.059851,-0.222150,0.980362,-12.9589,4.0922
3.340000,-0.154632,-0.134933,0.031620,-0.085169,-0.232711,0.964257,-13.0528,4.0176
3.350000,-0.175612,-0.139539,0.029953,-0.074111,-0.224917,0.962954,-13.1446,3.9426
3.360000,-0.160958,-0.138892,0.016402,-0.055708,-0.247601,0.974447,-13.2344,3.8674
3.370000,-0.157207,-0.133273,0.025586,-0.086976,-0.254144,0.960946,-13.3220,3.7920
3.380000,-0.153487,-0.142053,0.021329,-0.058080,-0.245050,0.952694,-13.4076,3.7163
3.390000,-0.145917,-0.143291,0.020068,-0.069911,-0.234555,0.985309,-13.4911,3.6403
3.400000,-0.151476,-0.147981,0.023205,-0.046491,-0.236277,0.957567,-13.5724,3.5641
3.410000,-0.149525,-0.140907,0.013169,-0.039078,-0.212164,0.972212,-13.6516,3.4877
3.420000,-0.133231,-0.143144,0.024548,-0.059529,-0.236269,0.983314,-13.7286,3.4110
3.430000,-0.128646,-0.132235,0.010085,-0.063714,-0.247228,0.977894,-13.8035,3.3341
3.440000,-0.130343,-0.140202,0.011861,-0.057758,-0.216467,0.985632,-13.8762,3.2570
3.450000,-0.133347,-0.141704,0.021280,-0.060401,-0.251671,0.975646,-13.9466,3.1797
3.460000,-0.119511,-0.141066,0.015807,-0.030804,-0.250958,0.963851,-14.0149,3.1021
3.470000,-0.113484,-0.140462,0.009159,-0.039787,-0.257536,0.968666,-14.0810,3.0244
3.480000,-0.113619,-0.147940,0.021180,-0.074872,-0.251359,0.959371,-14.1449,2.9464
3.490000,-0.103718,-0.136920,0.018860,-0.036087,-0.267355,0.969839,-14.2065,2.8683
3.500000,-0.111001,-0.146807,0.015681,-0.047728,-0.232372,0.948228,-14.2658,2.7899
3.510000,-0.104242,-0.152585,0.005746,-0.037247,-0.245286,0.983398,-14.3230,2.7114
3.520000,-0.090100,-0.145080,0.008581,-0.036015,-0.254969,0.955663,-14.3778,2.6327
3.530000,-0.097727,-0.145041,0.019253,-0.044031,-0.236712,0.968403,-14.4304,2.5538
3.540000,-0.090042,-0.132262,0.021534,-0.041210,-0.258143,0.951239,-14.4807,2.4747
3.550000,-0.081825,-0.147354,0.014274,-0.038567,-0.246284,0.978598,-14.5287,2.3955
3.560000,-0.078171,-0.149891,0.007604,-0.034582,-0.262151,0.974214,-14.5745,2.3161
3.570000,-0.072070,-0.146681,0.007074,-0.056789,-0.263419,0.950634,-14.6179,2.2366
3.580000,-0.071395,-0.148851,0.005910,-0.028910,-0.251594,0.967239,-14.6590,2.1569
3.590000,-0.064615,-0.141624,0.002039,-0.029177,-0.271644,0.958698,-14.6978,2.0771
3.600000,-0.058212,-0.143508,0.012925,-0.033028,-0.240053,0.951120,-14.7343,1.9971
3.610000,-0.060658,-0.146874,0.019332,-0.023186,-0.244387,0.958809,-14.7685,1.9170
3.620000,-0.043734,-0.144889,0.003689,-0.008599,-0.269588,0.957638,-14.8003,1.8368
3.630000,-0.051995,-0.152277,0.010925,-0.027883,-0.254693,0.985174,-14.8298,1.7564
3.640000,-0.054830,-0.140661,0.003744,-0.014625,-0.237244,0.989171,-14.8569,1.6759
3.650000,-0.043442,-0.153416,0.009092,-0.028374,-0.274353,0.973439,-14.8817,1.5954
3.660000,-0.042926,-0.140487,0.011872,-0.029246,-0.256752,0.963594,-14.9042,1.5147
3.670000,-0.036418,-0.132294,0.001967,-0.024470,-0.247547,0.962121,-14.9243,1.4339
3.680000,-0.033088,-0.154509,0.012218,-0.016492,-0.253070,0.950830,-14.9420,1.3530
3.690000,-0.023237,-0.146505,0.004185,-0.035967,-0.258604,0.957172,-14.9574,1.2720
3.700000,-0.021162,-0.147673,0.003810,-0.011965,-0.258925,0.971142,-14.9704,1.1910
3.710000,-0.015275,-0.142998,0.000314,-0.022822,-0.249231,0.967365,-14.9811,1.1098
3.720000,-0.007541,-0.144352,0.002552,-0.009147,-0.261173,0.975384,-14.9893,1.0286
3.730000,0.000297,-0.142650,0.015873,-0.032049,-0.264188,0.963152,-14.9953,0.9473
3.740000,-0.006775,-0.146266,0.002242,-0.004053,-0.248922,0.969956,-14.9988,0.8660
3.750000,-0.005636,-0.145403,0.007120,-0.010154,-0.258495,0.979839,-15.0000,0.7846
3.760000,0.000881,-0.149974,0.006757,-0.006964,-0.250254,0.963018,-14.9988,0.7031
3.770000,0.001246,-0.154321,0.000941,-0.002925,-0.250801,0.947731,-14.9953,0.6216
3.780000,0.014682,-0.148551,-0.002417,0.012482,-0.255988,0.974205,-14.9893,0.5401
3.790000,0.029042,-0.150994,0.000508,0.006888,-0.271568,0.966720,-14.9811,0.4585
3.800000,0.020623,-0.143202,0.004225,-0.015710,-0.248592,0.974490,-14.9704,0.3769
3.810000,0.019320,-0.151446,-0.000717,-0.016647,-0.247450,0.962867,-14.9574,0.2953
3.820000,0.027365,-0.153141,-0.000338,0.011121,-0.250357,0.950007,-14.9420,0.2136
3.830000,0.027978,-0.144711,-0.001126,-0.007835,-0.266146,0.952954,-14.9243,0.1319
3.840000,0.037570,-0.149717,0.006805,-0.001544,-0.266855,0.973295,-14.9042,0.0503
3.850000,0.047985,-0.151412,-0.007663,-0.004241,-0.270324,0.982874,-14.8817,-0.0314
3.860000,0.038468,-0.149281,0.007972,0.010686,-0.261542,0.958737,-14.8569,-0.1131
3.870000,0.048644,-0.148743,0.007848,0.001853,-0.269446,0.976543,-14.8298,-0.1948
3.880000,0.058870,-0.148567,0.003997,0.005337,-0.267516,0.966000,-14.8003,-0.2764
3.890000,0.052091,-0.150485,-0.004780,0.009578,-0.253044,0.953748,-14.7685,-0.3581
3.900000,0.057332,-0.147201,0.002023,0.008396,-0.276398,0.979956,-14.7343,-0.4397
3.910000,0.074899,-0.139132,0.002215,0.015818,-0.260253,0.969123,-14.6978,-0.5213
3.920000,0.064478,-0.146297,-0.007852,0.016373,-0.256598,0.975066,-14.6590,-0.6028
3.930000,0.075127,-0.149049,0.003322,0.000210,-0.255002,0.962186,-14.6179,-0.6843
3.940000,0.082004,-0.146966,0.000272,0.018620,-0.275077,0.958472,-14.5745,-0.7658
3.950000,0.082921,-0.141354,0.001610,0.027894,-0.253055,0.968923,-14.5287,-0.8472
3.960000,0.083885,-0.148414,-0.005573,0.010773,-0.251926,0.961589,-14.4807,-0.9286
3.970000,0.090545,-0.155139,0.000558,0.019399,-0.244703,0.963666,-14.4304,-1.0099
3.980000,0.091884,-0.140935,-0.002507,0.038908,-0.262331,0.966030,-14.3778,-1.0911
3.990000,0.092786,-0.149574,-0.005830,0.015651,-0.239507,0.957275,-14.3230,-1.1723
4.000000,0.105454,-0.152628,-0.004046,0.035071,-0.241742,0.971654,-14.2658,-1.2533
4.010000,0.109518,-0.142319,0.000991,0.037323,-0.255735,0.968447,-14.2065,-1.3343
4.020000,0.113500,-0.141218,0.000517,0.037763,-0.249310,0.955888,-14.1449,-1.4152
4.030000,0.120604,-0.144728,-0.005134,0.026466,-0.247533,0.979684,-14.0810,-1.4960
4.040000,0.122602,-0.142914,0.000204,0.027842,-0.231818,0.946232,-14.0149,-1.5768
4.050000,0.116200,-0.144413,-0.004671,0.019417,-0.234718,0.960331,-13.9466,-1.6574
4.060000,0.126997,-0.143324,-0.002411,0.022035,-0.241645,0.982639,-13.8762,-1.7379
4.070000,0.132477,-0.138854,-0.003189,0.014706,-0.243137,0.969124,-13.8035,-1.8182
4.080000,0.140094,-0.137703,-0.000747,0.024564,-0.235909,0.968280,-13.7286,-1.8985
4.090000,0.136174,-0.149257,-0.000628,0.034228,-0.227833,0.956553,-13.6516,-1.9786
4.100000,0.135540,-0.124555,-0.007418,0.038798,-0.230145,0.961625,-13.5724,-2.0586
4.110000,0.153573,-0.142804,-0.002334,0.055499,-0.241042,0.966853,-13.4911,-2.1385
4.120000,0.146943,-0.149019,-0.001759,0.043436,-0.229870,0.978574,-13.4076,-2.2182
4.130000,0.156711,-0.140135,-0.004397,0.052297,-0.237206,0.986271,-13.3220,-2.2978
4.140000,0.155105,-0.137668,0.005898,0.018830,-0.230660,0.968565,-13.2344,-2.3772
4.150000,0.168268,-0.143181,0.010372,0.027581,-0.223705,0.969041,-13.1446,-2.4565
4.160000,0.165892,-0.143619,-0.005562,0.026011,-0.224545,0.958230,-13.0528,-2.5356
4.170000,0.160427,-0.139997,-0.003941,0.055886,-0.237549,0.977727,-12.9589,-2.6145
4.180000,0.172169,-0.141573,-0.007375,0.046198,-0.213533,0.970091,-12.8629,-2.6932
4.190000,0.178347,-0.141051,0.005251,0.048626,-0.222448,0.958036,-12.7649,-2.7718
4.200000,0.170500,-0.137388,-0.004522,0.052537,-0.225824,0.972958,-12.6649,-2.8502
4.210000,0.178014,-0.137423,-0.004481,0.069734,-0.224108,0.985971,-12.5629,-2.9284
4.220000,0.179328,-0.140822,-0.007599,0.065044,-0.211073,0.976479,-12.4589,-3.0064
4.230000,0.189210,-0.143505,0.003627,0.067699,-0.213967,0.975566,-12.3530,-3.0842
4.240000,0.194690,-0.138539,-0.004380,0.050228,-0.215230,0.971001,-12.2451,-3.1618
4.250000,0.198469,-0.138875,-0.005507,0.050236,-0.224879,0.991694,-12.1353,-3.2392
4.260000,0.200707,-0.132464,-0.005997,0.072421,-0.206512,0.990951,-12.0235,-3.3163
4.270000,0.201410,-0.136575,-0.005965,0.059964,-0.203761,0.991685,-11.9099,-3.3933
4.280000,0.212455,-0.135448,0.002797,0.033350,-0.208727,0.979590,-11.7943,-3.4700
4.290000,0.212438,-0.133321,-0.003547,0.057244,-0.210003,0.996449,-11.6769,-3.5465
4.300000,0.216827,-0.128427,-0.003179,0.057842,-0.194407,0.977519,-11.5577,-3.6228
4.310000,0.213754,-0.134612,-0.006358,0.055797,-0.200295,0.964249,-11.4366,-3.6988
4.320000,0.220530,-0.129809,-0.006999,0.047556,-0.191820,0.980825,-11.3138,-3.7745
4.330000,0.220750,-0.140179,-0.012694,0.084261,-0.195774,0.983822,-11.1891,-3.8500
4.340000,0.223367,-0.130936,-0.009447,0.063999,-0.204987,0.968244,-11.0627,-3.9253
4.350000,0.223213,-0.141526,-0.005309,0.062653,-0.201087,0.978124,-10.9345,-4.0003
4.360000,0.229702,-0.136159,0.007113,0.078245,-0.175770,0.976505,-10.8046,-4.0750
4.370000,0.237191,-0.127620,-0.007981,0.065537,-0.155566,0.976012,-10.6730,-4.1495
4.380000,0.238083,-0.131986,0.001331,0.063704,-0.192474,0.991802,-10.5397,-4.2237
4.390000,0.239530,-0.142758,-0.002645,0.073116,-0.172987,0.984001,-10.4048,-4.2975
4.400000,0.243098,-0.129381,-0.001243,0.064691,-0.185887,0.972599,-10.2682,-4.3712
4.410000,0.237492,-0.125319,0.002762,0.083633,-0.181365,0.976080,-10.1300,-4.4445
4.420000,0.244771,-0.123129,0.000079,0.096153,-0.182636,0.979522,-9.9902,-4.5175
4.430000,0.243399,-0.135205,-0.003257,0.076672,-0.175628,0.966755,-9.8488,-4.5902
4.440000,0.253378,-0.128955,0.002169,0.086794,-0.181149,0.986381,-9.7058,-4.6626
4.450000,0.252051,-0.119283,-0.002477,0.077508,-0.169602,0.967734,-9.5614,-4.7347
4.460000,0.264027,-0.115751,-0.010899,0.081273,-0.164119,0.977116,-9.4154,-4.8065
4.470000,0.266312,-0.119504,-0.003397,0.105747,-0.160140,0.980952,-9.2679,-4.8780
4.480000,0.264150,-0.128858,0.005177,0.092438,-0.161443,0.981825,-9.1190,-4.9491
4.490000,0.260697,-0.123194,-0.008474,0.087534,-0.160467,0.989656,-8.9686,-5.0199
4.500000,0.272891,-0.119943,-0.002536,0.081631,-0.155667,0.984120,-8.8168,-5.0904
4.510000,0.272517,-0.126081,-0.006675,0.091681,-0.136434,1.003306,-8.6636,-5.1606
4.520000,0.276399,-0.127548,0.005289,0.082703,-0.155055,0.989151,-8.5090,-5.2303
4.530000,0.267844,-0.117936,-0.001937,0.096358,-0.152887,0.993626,-8.3531,-5.2998
4.540000,0.279579,-0.123102,0.003143,0.066965,-0.138310,0.984369,-8.1959,-5.3689
4.550000,0.275262,-0.119732,0.001002,0.087392,-0.140386,0.985307,-8.0374,-5.4376
4.560000,0.283380,-0.113810,-0.003732,0.109119,-0.149467,0.989001,-7.8776,-5.5060
4.570000,0.274951,-0.118904,0.002285,0.117361,-0.133145,0.978776,-7.7166,-5.5740
4.580000,0.290770,-0.118368,-0.000750,0.107476,-0.119902,0.969198,-7.5543,-5.6416
4.590000,0.287938,-0.117959,-0.006505,0.083235,-0.128669,0.982136,-7.3909,-5.7089
4.600000,0.286053,-0.117861,-0.002828,0.100811,-0.109382,0.986720,-7.2263,-5.7757
4.610000,0.301028,-0.110243,0.003848,0.094504,-0.125214,0.978065,-7.0606,-5.8422
4.620000,0.295609,-0.116081,0.001300,0.105962,-0.117712,0.983928,-6.8937,-5.9083
4.630000,0.290521,-0.117229,0.002756,0.102439,-0.117081,0.996403,-6.7257,-5.9740
4.640000,0.299632,-0.121662,-0.001150,0.096498,-0.114095,0.991848,-6.5567,-6.0393
4.650000,0.301503,-0.105230,-0.003174,0.103388,-0.104867,0.997779,-6.3867,-6.1042
4.660000,0.295512,-0.109370,0.002734,0.105953,-0.110455,0.995692,-6.2156,-6.1687
4.670000,0.304470,-0.110047,-0.004178,0.091345,-0.105603,0.985853,-6.0436,-6.2328
4.680000,0.306242,-0.115114,0.002728,0.113769,-0.109067,0.998205,-5.8706,-6.2965
4.690000,0.303805,-0.114007,0.000879,0.110623,-0.107702,0.995139,-5.6967,-6.3597
4.700000,0.306993,-0.113543,-0.009077,0.116124,-0.094632,0.990307,-5.5219,-6.4225
4.710000,0.315393,-0.121425,0.006105,0.126580,-0.102378,0.999426,-5.3462,-6.4849
4.720000,0.305870,-0.113398,-0.000685,0.132293,-0.085901,0.989936,-5.1696,-6.5469
4.730000,0.315729,-0.110505,0.007371,0.130789,-0.082151,0.981705,-4.9923,-6.6084
4.740000,0.317982,-0.105120,0.003159,0.127507,-0.078992,0.980703,-4.8142,-6.6695
4.750000,0.321345,-0.104392,0.001617,0.123344,-0.077138,0.997341,-4.6353,-6.7301
4.760000,0.316102,-0.105864,-0.002703,0.113123,-0.080024,0.999879,-4.4556,-6.7903
4.770000,0.314601,-0.104713,-0.000409,0.124610,-0.067527,1.009843,-4.2753,-6.8500
4.780000,0.310440,-0.104474,0.003006,0.103447,-0.053466,0.989043,-4.0943,-6.9093
4.790000,0.314505,-0.097650,-0.010808,0.123440,-0.077646,0.990151,-3.9126,-6.9681
4.800000,0.321364,-0.097704,0.002277,0.143192,-0.063952,0.986968,-3.7303,-7.0265
4.810000,0.326591,-0.101151,0.002345,0.083958,-0.056871,0.989716,-3.5475,-7.0844
4.820000,0.319203,-0.103258,0.004799,0.103909,-0.026733,1.002073,-3.3641,-7.1418
4.830000,0.324091,-0.089620,0.001683,0.116362,-0.044767,0.974229,-3.1801,-7.1987
4.840000,0.326056,-0.092272,0.003006,0.111777,-0.049791,0.989407,-2.9956,-7.2552
4.850000,0.320106,-0.108957,-0.005579,0.122250,-0.037382,1.018208,-2.8107,-7.3112
4.860000,0.328811,-0.100467,-0.001744,0.139040,-0.039289,0.994614,-2.6253,-7.3666
4.870000,0.326375,-0.089653,0.011549,0.129266,-0.040621,0.995768,-2.4396,-7.4216
4.880000,0.323480,-0.105731,0.002841,0.122777,-0.025819,0.992557,-2.2534,-7.4761
4.890000,0.333832,-0.098168,0.006027,0.114731,-0.026378,0.988359,-2.0669,-7.5301
4.900000,0.331534,-0.094779,0.003776,0.136999,-0.028688,0.995147,-1.8800,-7.5836
4.910000,0.335699,-0.094897,0.007369,0.129349,-0.017210,1.014095,-1.6928,-7.6366
4.920000,0.323703,-0.101968,0.001154,0.126881,-0.031300,0.987374,-1.5054,-7.6891
4.930000,0.325371,-0.083125,0.005940,0.146287,0.000334,0.982917,-1.3178,-7.7411
4.940000,0.315848,-0.079250,0.001538,0.135029,-0.037566,0.977056,-1.1299,-7.7925
4.950000,0.332032,-0.089166,-0.010512,0.127062,-0.005793,1.003298,-0.9419,-7.8434
4.960000,0.329831,-0.073358,0.005347,0.155441,0.000304,0.998751,-0.7537,-7.8938
4.970000,0.322200,-0.094604,-0.003538,0.140784,-0.009762,0.994103,-0.5654,-7.9437
4.980000,0.328879,-0.083282,0.005056,0.139133,-0.009395,0.964051,-0.3770,-7.9931
4.990000,0.333370,-0.088602,-0.004483,0.148574,0.005927,0.996960,-0.1885,-8.0419
5.000000,0.333752,-0.089266,-0.001146,0.135231,0.017298,0.998686,-0.0000,-8.0902
5.010000,0.327692,-0.078644,0.001805,0.140382,0.007925,0.998431,0.1885,-8.1379
5.020000,0.328074,-0.088155,0.001630,0.139731,-0.004942,0.982110,0.3770,-8.1851
5.030000,0.327358,-0.080814,0.002584,0.141053,0.014265,0.985915,0.5654,-8.2318
5.040000,0.331101,-0.077979,0.002534,0.158345,0.010188,0.973563,0.7537,-8.2779
5.050000,0.327699,-0.074987,-0.000281,0.147942,-0.000962,0.980992,0.9419,-8.3234
5.060000,0.330445,-0.074181,-0.004258,0.149208,0.012399,0.977636,1.1299,-8.3684
5.070000,0.327717,-0.076017,0.001369,0.153605,0.039521,0.998465,1.3178,-8.4128
5.080000,0.325116,-0.071432,-0.008064,0.148069,0.036521,0.995577,1.5054,-8.4567
5.090000,0.330568,-0.065606,-0.004550,0.155758,0.028284,0.999731,1.6928,-8.5000
5.100000,0.326469,-0.070267,0.006760,0.154857,0.030344,0.984696,1.8800,-8.5428
5.110000,0.321813,-0.068005,0.005454,0.146832,0.017568,0.981817,2.0669,-8.5849
5.120000,0.326803,-0.076945,-0.011041,0.145549,0.018472,0.991177,2.2534,-8.6265
5.130000,0.321927,-0.070922,0.005087,0.141622,0.020600,0.987400,2.4396,-8.6676
5.140000,0.325524,-0.077380,-0.003393,0.147927,0.045555,0.981280,2.6253,-8.7080
5.150000,0.335691,-0.070551,-0.000780,0.147239,0.022035,1.000987,2.8107,-8.7479
5.160000,0.305734,-0.061458,-0.008489,0.139175,0.050558,1.008871,2.9956,-8.7872
5.170000,0.322208,-0.068199,-0.005896,0.159939,0.051117,0.993776,3.1801,-8.8259
5.180000,0.309834,-0.063598,-0.000651,0.140487,0.047653,0.984881,3.3641,-8.8640
5.190000,0.316209,-0.063786,-0.009605,0.145890,0.082271,0.977639,3.5475,-8.9015
5.200000,0.315451,-0.065114,-0.004021,0.167442,0.058549,0.994312,3.7303,-8.9384
5.210000,0.312193,-0.059354,-0.003904,0.154251,0.066514,0.990957,3.9126,-8.9747
5.220000,0.309341,-0.067060,0.007140,0.161680,0.066908,0.991560,4.0943,-9.0105
5.230000,0.313796,-0.072451,-0.002459,0.156002,0.077113,0.977068,4.2753,-9.0456
5.240000,0.311732,-0.054468,-0.004247,0.153526,0.080364,0.980543,4.4556,-9.0801
5.250000,0.316861,-0.060033,-0.001910,0.151359,0.067314,0.991339,4.6353,-9.1140
5.260000,0.311470,-0.054954,-0.000285,0.144281,0.084055,0.963742,4.8142,-9.1473
5.270000,0.311346,-0.062547,-0.001881,0.166797,0.080513,0.983216,4.9923,-9.1800
5.280000,0.313400,-0.064365,-0.001255,0.161274,0.098424,0.966568,5.1696,-9.2121
5.290000,0.305797,-0.049550,0.002059,0.152940,0.089168,1.001135,5.3462,-9.2436
5.300000,0.297122,-0.054273,-0.004121,0.162913,0.085625,0.991993,5.5219,-9.2745
5.310000,0.307057,-0.043936,-0.009251,0.156868,0.108922,1.000122,5.6967,-9.3047
5.320000,0.300909,-0.059628,-0.006652,0.171842,0.107709,0.992713,5.8706,-9.3343
5.330000,0.308881,-0.053114,-0.010387,0.150667,0.102655,0.991383,6.0436,-9.3633
5.340000,0.306141,-0.048832,-0.006092,0.161854,0.119083,0.973176,6.2156,-9.3917
5.350000,0.295182,-0.049280,-0.006609,0.181742,0.100818,1.004947,6.3867,-9.4194
5.360000,0.290585,-0.051961,-0.010092,0.170614,0.112498,0.991199,6.5567,-9.4465
5.370000,0.287850,-0.055190,-0.008965,0.167381,0.100822,0.978510,6.7257,-9.4730
5.380000,0.292708,-0.049822,-0.011559,0.154076,0.116947,0.983722,6.8937,-9.4988
5.390000,0.301782,-0.038926,-0.014084,0.150094,0.120121,0.994457,7.0606,-9.5241
5.400000,0.289299,-0.046352,-0.003111,0.179658,0.138663,0.967648,7.2263,-9.5486
5.410000,0.286124,-0.049083,-0.012498,0.153511,0.124228,0.963523,7.3909,-9.5726
5.420000,0.285689,-0.041701,-0.013151,0.171552,0.144935,0.980904,7.5543,-9.5959
5.430000,0.276729,-0.042020,-0.009714,0.160073,0.115268,0.973229,7.7166,-9.6186
5.440000,0.283649,-0.043698,-0.019217,0.166579,0.146150,0.959350,7.8776,-9.6406
5.450000,0.276130,-0.036465,-0.007260,0.173406,0.143918,0.960292,8.0374,-9.6620
5.460000,0.275960,-0.030595,-0.011438,0.171906,0.130383,0.988716,8.1959,-9.6827
5.470000,0.267444,-0.028195,-0.012622,0.175315,0.137862,0.994016,8.3531,-9.7028
5.480000,0.258289,-0.033556,-0.021519,0.156824,0.164760,0.983869,8.5090,-9.7222
5.490000,0.255667,-0.034393,-0.014626,0.174893,0.166965,0.980876,8.6636,-9.7410
5.500000,0.265421,-0.030782,-0.017403,0.176519,0.160268,0.967760,8.8168,-9.7592
5.510000,0.257522,-0.025033,-0.011314,0.158435,0.149388,0.968854,8.9686,-9.7767
5.520000,0.257856,-0.031607,-0.014032,0.186837,0.164498,0.987803,9.1190,-9.7935
5.530000,0.247109,-0.029648,-0.007344,0.177630,0.151903,0.964956,9.2679,-9.8097
5.540000,0.257745,-0.030227,-0.010415,0.172209,0.160015,0.973264,9.4154,-9.8252
5.550000,0.246119,-0.019619,-0.011360,0.184892,0.158368,0.966196,9.5614,-9.8401
5.560000,0.245952,-0.031395,-0.011161,0.178269,0.160971,0.967947,9.7058,-9.8543
5.570000,0.246674,-0.029811,-0.017056,0.186982,0.161052,0.965518,9.8488,-9.8679
5.580000,0.254519,-0.035643,-0.021394,0.189572,0.166811,0.975228,9.9902,-9.8808
5.590000,0.249758,-0.027559,-0.018899,0.175917,0.172508,0.964524,10.1300,-9.8930
5.600000,0.235620,-0.029578,-0.014088,0.180353,0.173985,0.967080,10.2682,-9.9046
5.610000,0.236119,-0.024593,-0.018438,0.171513,0.192624,0.968372,10.4048,-9.9155
5.620000,0.229859,-0.021687,-0.019303,0.162724,0.170989,0.977016,10.5397,-9.9258
5.630000,0.224597,-0.019370,-0.020257,0.159259,0.177779,0.981932,10.6730,-9.9354
5.640000,0.222348,-0.022180,-0.020513,0.169345,0.186929,0.963398,10.8046,-9.9443
5.650000,0.220875,-0.020220,-0.017089,0.175946,0.188949,0.973400,10.9345,-9.9526
5.660000,0.217775,-0.010668,-0.017054,0.187843,0.188194,0.969347,11.0627,-9.9602
5.670000,0.211732,-0.015624,-0.015808,0.169429,0.206041,0.966443,11.1891,-9.9672
5.680000,0.219897,-0.019916,-0.021801,0.168228,0.203323,0.972170,11.3138,-9.9735
5.690000,0.208404,-0.015922,-0.021074,0.180534,0.203642,0.964720,11.4366,-9.9791
5.700000,0.203321,-0.012104,-0.020821,0.175899,0.192786,0.982291,11.5577,-9.9840
5.710000,0.199151,-0.004025,-0.015032,0.182918,0.218066,0.970020,11.6769,-9.9883
5.720000,0.197417,-0.013176,-0.025894,0.181883,0.186493,0.949817,11.7943,-9.9919
5.730000,0.203337,-0.004471,-0.021009,0.182793,0.210983,0.961755,11.9099,-9.9949
5.740000,0.184974,-0.002096,-0.021396,0.159837,0.206573,0.958524,12.0235,-9.9971
5.750000,0.188352,-0.009129,-0.021421,0.171543,0.195478,0.969535,12.1353,-9.9988
5.760000,0.187939,-0.013596,-0.022686,0.182520,0.207347,0.964280,12.2451,-9.9997
